"","TYP_DIPL","DEGETU","CURSUS_LMD","RES"
"33877","XA",3,"L","N"
"33878","XB",4,"M","N"
"33879","CB",2,"L","O"
"33880","XB",5,"M","O"
"33881","PK",3,"L","N"
"33882","IB",6,"M","N"
"33883","XA",1,"L","N"
"33884","XA",3,"L","O"
"33885","XA",1,"L","N"
"33886","DP",3,"L","O"
"33887","FH",2,"M","N"
"33888","01",3,"L","O"
"33889","FH",6,"M","O"
"33890","XA",1,"L","N"
"33891","XB",5,"M","O"
"33892","XB",4,"M","N"
"33893","IB",4,"M","N"
"33894","XB",4,"M","N"
"33895","XB",4,"M","N"
"33896","XA",2,"L","N"
"33897","XB",4,"M","N"
"33898","XA",1,"L","N"
"33899","XA",1,"L","N"
"33900","UC",2,"L","N"
"33901","DP",3,"L","N"
"33902","DP",3,"L","O"
"33903","XA",3,"L","O"
"33904","PG",3,"L","O"
"33905","XA",1,"L","N"
"33906","CB",2,"L","O"
"33907","XA",1,"L","N"
"33908","CB",2,"L","O"
"33909","UC",2,"L","O"
"33910","CB",2,"L","O"
"33911","XA",3,"L","O"
"33912","XA",2,"L","N"
"33913","XA",3,"L","O"
"33914","XA",1,"L","N"
"33915","XA",3,"L","O"
"33916","CD",2,"L","O"
"33917","XB",4,"M","N"
"33918","JC",6,"M","N"
"33920","FI",4,"M","N"
"33921","01",4,"M","N"
"33922","XA",1,"L","N"
"33923","XB",4,"M","N"
"33924","01",2,"L","O"
"33925","CB",2,"L","O"
"33926","JD",6,"M","N"
"33927","01",4,"M","O"
"33928","CD",2,"L","N"
"33929","XA",1,"L","N"
"33930","XA",1,"L","N"
"33931","CB",2,"L","O"
"33932","XB",4,"M","N"
"33933","05",3,"L","N"
"33934","01",3,"L","O"
"33935","FH",4,"M","N"
"33936","PF",2,"M","N"
"33937","XA",1,"L","N"
"33938","XA",1,"L","N"
"33939","01",6,"M","N"
"33940","XB",5,"M","O"
"33941","XB",5,"M","O"
"33942","01",0,"L","O"
"33944","FI",5,"M","O"
"33945","XA",3,"L","O"
"33946","XA",1,"L","N"
"33947","XB",4,"M","N"
"33949","DP",3,"L","O"
"33950","XA",1,"L","N"
"33951","CB",1,"L","N"
"33952","XA",2,"L","N"
"33953","01",2,"L","O"
"33954","XA",3,"L","N"
"33955","XA",3,"L","O"
"33956","XA",3,"L","N"
"33957","01",6,"M","N"
"33958","XB",4,"M","N"
"33959","XA",2,"L","N"
"33960","CB",2,"L","N"
"33961","XA",1,"L","N"
"33962","CY",1,"L","N"
"33963","XA",1,"L","N"
"33964","XA",1,"L","N"
"33965","XA",1,"L","N"
"33966","XA",1,"L","N"
"33967","XA",3,"L","O"
"33968","XA",3,"L","O"
"33969","XA",1,"L","N"
"33970","XB",5,"M","O"
"33971","XA",1,"L","N"
"33973","XB",5,"M","O"
"33974","FH",5,"M","N"
"33975","XB",5,"M","O"
"33976","XA",1,"L","N"
"33977","XB",5,"M","O"
"33978","XB",5,"M","O"
"33979","CB",1,"L","N"
"33980","XB",5,"M","O"
"33981","CB",1,"L","N"
"33982","XB",4,"M","N"
"33983","XA",1,"L","N"
"33984","XA",1,"L","N"
"33985","XA",3,"L","O"
"33986","XA",1,"L","N"
"33987","XA",2,"L","N"
"33988","XA",1,"L","N"
"33989","XA",2,"L","N"
"33991","XB",4,"M","N"
"33992","DP",3,"L","O"
"33993","XB",4,"M","N"
"33994","XA",1,"L","N"
"33995","XA",1,"L","N"
"33996","XA",1,"L","N"
"33997","CB",1,"L","N"
"33998","XA",3,"L","O"
"34000","FN",5,"M","O"
"34001","CB",2,"L","O"
"34002","FE",3,"M","N"
"34003","FN",5,"M","O"
"34004","XA",3,"L","O"
"34005","01",0,"L","N"
"34006","XA",1,"L","N"
"34007","XB",4,"M","N"
"34008","XA",2,"L","N"
"34009","FE",4,"M","N"
"34010","XB",4,"M","N"
"34011","XB",4,"M","N"
"34012","JD",6,"M","N"
"34013","PF",5,"M","O"
"34014","JD",6,"M","O"
"34015","XA",1,"L","N"
"34016","CY",1,"L","N"
"34017","XA",1,"L","N"
"34018","XA",1,"L","N"
"34019","XA",2,"L","N"
"34020","CB",2,"L","O"
"34021","XB",5,"M","N"
"34022","01",2,"L","O"
"34023","CB",1,"L","N"
"34024","XA",1,"L","N"
"34025","DP",3,"L","O"
"34026","CB",1,"L","N"
"34027","XA",1,"L","N"
"34028","01",6,"M","O"
"34029","CY",1,"L","N"
"34030","XA",2,"L","N"
"34031","01",6,"M","O"
"34032","01",2,"L","O"
"34033","XB",5,"M","O"
"34034","CB",2,"L","O"
"34035","XA",3,"L","O"
"34036","XB",5,"M","O"
"34037","IB",4,"M","N"
"34039","XA",3,"L","O"
"34040","DP",3,"L","O"
"34041","DP",3,"L","N"
"34042","XA",1,"L","N"
"34043","CB",2,"L","O"
"34044","XA",1,"L","N"
"34045","JD",6,"M","N"
"34046","XA",3,"L","O"
"34047","XB",4,"M","N"
"34048","PF",4,"M","N"
"34049","CB",1,"L","N"
"34050","XA",2,"L","N"
"34051","CY",1,"L","N"
"34052","XA",2,"L","N"
"34053","XB",4,"M","N"
"34054","XA",3,"L","O"
"34055","DP",3,"L","N"
"34056","XA",1,"L","N"
"34057","XB",4,"M","N"
"34058","CB",2,"L","O"
"34060","XA",3,"L","O"
"34061","XB",4,"M","N"
"34062","XA",3,"L","O"
"34063","XA",2,"L","N"
"34064","FH",3,"M","N"
"34065","XA",1,"L","N"
"34066","XA",2,"L","N"
"34067","XB",4,"M","N"
"34068","XA",2,"L","N"
"34069","JD",6,"M","N"
"34070","XA",1,"L","N"
"34072","XB",5,"M","O"
"34073","XA",3,"L","O"
"34074","XB",4,"M","N"
"34075","IB",2,"M","N"
"34076","CB",1,"L","N"
"34077","XB",5,"M","O"
"34078","PK",2,"L","N"
"34079","XA",3,"L","N"
"34080","CY",1,"L","N"
"34081","DP",3,"L","O"
"34082","XA",2,"L","N"
"34083","XA",2,"L","N"
"34084","XA",1,"L","N"
"34085","XB",5,"M","O"
"34086","XB",5,"M","O"
"34087","JD",6,"M","N"
"34088","XA",2,"L","N"
"34089","XA",1,"L","N"
"34090","XB",4,"M","N"
"34091","XB",4,"M","N"
"34092","XA",1,"L","N"
"34093","CB",1,"L","N"
"34094","CB",2,"L","O"
"34095","XB",4,"M","N"
"34096","FH",6,"M","N"
"34097","JD",6,"M","N"
"34098","XA",2,"L","N"
"34100","XB",5,"M","O"
"34101","CB",1,"L","N"
"34102","01",3,"L","O"
"34103","DP",3,"L","O"
"34104","XA",3,"L","N"
"34105","XB",4,"M","N"
"34106","XA",1,"L","N"
"34107","01",3,"L","O"
"34108","CB",1,"L","N"
"34109","XA",3,"L","O"
"34110","XA",1,"L","N"
"34111","XA",3,"L","O"
"34112","XA",1,"L","N"
"34113","XA",1,"L","N"
"34114","XB",4,"M","N"
"34115","PF",3,"M","N"
"34117","PF",2,"M","N"
"34118","XB",5,"M","O"
"34119","XA",3,"L","O"
"34120","XA",2,"L","N"
"34121","XA",1,"L","N"
"34122","XB",4,"M","N"
"34123","DP",3,"L","N"
"34124","XA",3,"L","N"
"34125","XB",5,"M","O"
"34126","XA",1,"L","N"
"34127","XA",3,"L","O"
"34128","XA",1,"L","N"
"34129","XA",1,"L","N"
"34130","01",6,"M","O"
"34131","PL",5,"M","O"
"34132","XA",3,"L","O"
"34133","XA",2,"L","N"
"34134","CB",1,"L","N"
"34135","XB",4,"M","N"
"34136","XA",3,"L","O"
"34137","01",6,"M","N"
"34138","CB",2,"L","O"
"34139","CY",1,"L","N"
"34140","XA",3,"L","O"
"34141","JD",6,"M","O"
"34142","XB",5,"M","O"
"34143","CB",2,"L","O"
"34144","XA",2,"L","N"
"34145","XA",1,"L","N"
"34146","JD",6,"M","O"
"34147","XB",4,"M","N"
"34148","PF",2,"M","N"
"34149","CB",2,"L","O"
"34150","CB",2,"L","O"
"34151","CB",2,"L","N"
"34152","IB",4,"M","N"
"34153","XA",3,"L","N"
"34154","IB",5,"M","N"
"34155","XB",4,"M","N"
"34156","DP",3,"L","O"
"34157","XA",1,"L","N"
"34158","XA",2,"L","N"
"34159","FN",3,"M","N"
"34160","XA",1,"L","N"
"34161","XA",2,"L","N"
"34162","CB",1,"L","N"
"34163","XB",4,"M","N"
"34164","IB",2,"M","N"
"34165","XA",3,"L","O"
"34166","IB",6,"M","O"
"34167","IB",6,"M","O"
"34168","05",3,"L","N"
"34169","XB",5,"M","O"
"34170","XA",1,"L","N"
"34171","XA",1,"L","N"
"34172","XA",3,"L","O"
"34173","XB",5,"M","O"
"34174","XA",3,"L","O"
"34175","01",4,"M","O"
"34176","PE",2,"M","N"
"34177","XB",5,"M","O"
"34178","XA",2,"L","N"
"34179","XA",1,"L","N"
"34180","XB",4,"M","N"
"34181","FH",3,"M","N"
"34182","XA",1,"L","N"
"34183","XA",2,"L","N"
"34184","XA",1,"L","N"
"34185","XA",3,"L","N"
"34186","FH",3,"M","N"
"34187","01",5,"M","O"
"34188","XA",3,"L","O"
"34189","CY",1,"L","N"
"34190","XA",1,"L","N"
"34191","XA",1,"L","N"
"34192","01",6,"M","O"
"34193","XA",1,"L","N"
"34194","CB",2,"L","O"
"34195","XB",4,"M","N"
"34196","CB",1,"L","N"
"34197","PM",1,"L","N"
"34198","XB",5,"M","O"
"34199","XA",1,"L","N"
"34200","XA",2,"L","N"
"34201","CB",1,"L","N"
"34202","CY",1,"L","N"
"34203","XA",2,"L","N"
"34204","XA",2,"L","N"
"34205","XA",3,"L","O"
"34206","DP",3,"L","O"
"34207","DP",3,"L","O"
"34208","IB",3,"M","N"
"34209","XA",3,"L","O"
"34210","CB",1,"L","N"
"34211","XB",5,"M","O"
"34212","JD",6,"M","N"
"34213","XA",1,"L","N"
"34214","XB",4,"M","N"
"34215","XA",1,"L","N"
"34216","XB",5,"M","O"
"34217","PF",2,"M","N"
"34218","01",6,"M","O"
"34219","XA",1,"L","N"
"34220","DP",3,"L","N"
"34221","XA",1,"L","N"
"34222","XA",3,"L","O"
"34223","XB",5,"M","O"
"34224","XB",4,"M","N"
"34225","IB",3,"M","N"
"34226","XA",3,"L","O"
"34228","XA",2,"L","N"
"34229","CB",1,"L","N"
"34231","XA",2,"L","N"
"34232","JD",6,"M","N"
"34233","XA",1,"L","N"
"34234","XB",4,"M","N"
"34235","JD",6,"M","N"
"34236","IB",3,"M","N"
"34237","XA",1,"L","N"
"34238","XA",1,"L","N"
"34239","01",6,"M","N"
"34240","XA",2,"L","N"
"34241","IB",5,"M","N"
"34243","FH",5,"M","N"
"34244","CB",1,"L","N"
"34245","FI",4,"M","N"
"34246","XA",3,"L","O"
"34247","XB",5,"M","O"
"34248","XA",1,"L","N"
"34249","JD",6,"M","N"
"34250","XB",4,"M","N"
"34251","XA",1,"L","N"
"34253","DP",3,"L","O"
"34254","XA",1,"L","N"
"34255","01",6,"M","O"
"34256","JD",6,"M","N"
"34257","CB",2,"L","O"
"34258","CB",2,"L","O"
"34259","CB",2,"L","O"
"34260","PF",5,"M","O"
"34261","CB",1,"L","N"
"34262","XA",1,"L","N"
"34263","PK",2,"L","N"
"34264","XA",3,"L","O"
"34265","XA",1,"L","N"
"34266","XA",3,"L","O"
"34267","XA",2,"L","N"
"34269","XA",3,"L","O"
"34270","01",3,"L","O"
"34271","XA",2,"L","N"
"34272","CB",2,"L","O"
"34273","XA",2,"L","N"
"34274","XA",1,"L","N"
"34275","XA",3,"L","O"
"34276","XA",2,"L","N"
"34277","FI",3,"M","N"
"34278","XA",1,"L","N"
"34279","XA",1,"L","N"
"34280","XB",4,"M","N"
"34281","CY",1,"L","N"
"34282","01",3,"L","N"
"34283","XA",1,"L","N"
"34284","XA",1,"L","N"
"34285","XA",2,"L","N"
"34286","XA",1,"L","N"
"34287","XA",3,"L","O"
"34288","XA",1,"L","N"
"34289","XA",2,"L","N"
"34290","IB",2,"M","N"
"34291","PG",3,"L","O"
"34292","XA",3,"L","O"
"34293","FH",6,"M","O"
"34295","XA",2,"L","N"
"34296","PE",2,"M","N"
"34297","PK",1,"L","N"
"34298","XA",1,"L","N"
"34300","FH",6,"M","O"
"34301","XB",5,"M","O"
"34302","XA",1,"L","N"
"34303","XA",1,"L","N"
"34304","XA",2,"L","N"
"34305","XA",3,"L","O"
"34306","XA",2,"L","N"
"34308","UF",5,"M","N"
"34309","CB",1,"L","N"
"34310","PF",4,"M","N"
"34311","XA",3,"L","N"
"34312","CB",2,"L","O"
"34313","XA",3,"L","O"
"34314","CB",1,"L","N"
"34315","XA",2,"L","N"
"34316","XA",1,"L","N"
"34317","XA",1,"L","N"
"34318","FH",2,"M","N"
"34319","FN",5,"M","N"
"34321","CB",2,"L","O"
"34322","XA",2,"L","N"
"34323","DP",3,"L","O"
"34324","XA",3,"L","O"
"34325","XA",2,"L","N"
"34326","XA",3,"L","O"
"34327","01",3,"L","O"
"34328","IB",5,"M","N"
"34329","CY",1,"L","N"
"34330","FH",6,"M","N"
"34331","XA",1,"L","N"
"34332","IB",3,"M","N"
"34333","XA",1,"L","N"
"34334","01",2,"L","O"
"34335","XB",5,"M","O"
"34336","XB",4,"M","N"
"34337","XA",1,"L","N"
"34338","CB",1,"L","N"
"34339","XA",2,"L","N"
"34340","CB",2,"L","N"
"34341","XB",5,"M","N"
"34342","XB",5,"M","O"
"34343","XB",5,"M","O"
"34344","CB",2,"L","O"
"34345","XA",2,"L","N"
"34346","XA",2,"L","N"
"34347","CB",1,"L","N"
"34348","XA",3,"L","O"
"34349","XA",1,"L","N"
"34350","IB",2,"M","N"
"34351","XA",3,"L","O"
"34352","XA",2,"L","N"
"34353","XA",1,"L","N"
"34354","DP",3,"L","O"
"34355","CB",2,"L","O"
"34356","XA",1,"L","N"
"34357","XB",4,"M","N"
"34358","CB",2,"L","O"
"34359","XA",3,"L","O"
"34360","XA",1,"L","N"
"34361","XA",3,"L","O"
"34362","CB",1,"L","N"
"34363","XA",2,"L","N"
"34364","CY",1,"L","N"
"34365","XA",1,"L","N"
"34366","XA",1,"L","N"
"34367","XA",1,"L","N"
"34368","XA",1,"L","N"
"34369","XA",2,"L","N"
"34370","XA",2,"L","N"
"34371","JD",6,"M","N"
"34372","FI",5,"M","O"
"34373","XA",1,"L","N"
"34374","01",3,"L","O"
"34375","XB",5,"M","O"
"34376","XB",4,"M","N"
"34379","CB",2,"L","O"
"34380","XB",5,"M","N"
"34381","XA",1,"L","N"
"34382","XA",3,"L","N"
"34383","XA",2,"L","N"
"34385","XA",1,"L","N"
"34386","FE",5,"M","O"
"34387","XB",5,"M","O"
"34388","XA",2,"L","N"
"34389","XA",1,"L","N"
"34390","XB",4,"M","N"
"34391","XA",2,"L","N"
"34392","XB",4,"M","N"
"34393","PL",4,"M","N"
"34394","XA",3,"L","N"
"34395","XB",4,"M","N"
"34396","XB",5,"M","O"
"34397","CB",1,"L","N"
"34398","XA",1,"L","N"
"34399","CY",1,"L","N"
"34400","XA",3,"L","O"
"34401","DP",3,"L","O"
"34402","CB",2,"L","N"
"34403","XB",5,"M","O"
"34404","XA",3,"L","O"
"34406","XA",1,"L","N"
"34407","CY",1,"L","N"
"34408","XB",4,"M","N"
"34409","XA",2,"L","N"
"34410","XA",3,"L","O"
"34411","XA",1,"L","N"
"34412","CB",2,"L","O"
"34413","JD",6,"M","O"
"34414","PE",5,"M","O"
"34415","XB",5,"M","O"
"34416","XA",1,"L","N"
"34417","XB",4,"M","N"
"34418","XA",2,"L","N"
"34419","CB",2,"L","O"
"34420","XB",4,"M","N"
"34421","CY",1,"L","N"
"34422","XB",4,"M","N"
"34423","DP",3,"L","O"
"34424","XB",5,"M","O"
"34425","XA",1,"L","N"
"34426","FH",2,"M","N"
"34427","CY",1,"L","N"
"34428","XB",4,"M","N"
"34429","PF",3,"M","N"
"34430","XA",1,"L","N"
"34431","XA",2,"L","N"
"34432","XB",5,"M","O"
"34433","CB",2,"L","O"
"34434","XA",2,"L","N"
"34435","PF",3,"M","N"
"34436","FN",4,"M","N"
"34437","FI",5,"M","O"
"34438","CB",1,"L","N"
"34439","IB",4,"M","N"
"34440","XB",4,"M","N"
"34441","CB",2,"L","O"
"34442","XA",1,"L","N"
"34443","CB",2,"L","O"
"34444","XA",1,"L","N"
"34445","CB",2,"L","O"
"34446","FH",2,"M","N"
"34447","XA",2,"L","N"
"34448","PE",5,"M","O"
"34449","PF",3,"M","N"
"34450","JD",6,"M","N"
"34451","XA",1,"L","N"
"34452","XA",1,"L","N"
"34453","XA",2,"L","N"
"34454","IB",6,"M","N"
"34455","CB",1,"L","N"
"34456","XB",5,"M","O"
"34457","XA",3,"L","O"
"34458","01",5,"M","O"
"34459","XB",5,"M","O"
"34460","JD",6,"M","N"
"34461","FH",6,"M","O"
"34462","XA",3,"L","N"
"34463","XA",1,"L","N"
"34464","XA",1,"L","N"
"34465","XA",1,"L","N"
"34467","XA",2,"L","N"
"34468","XA",1,"L","N"
"34469","CB",2,"L","O"
"34470","XA",2,"L","N"
"34471","FH",2,"M","N"
"34472","DP",3,"L","O"
"34473","XA",3,"L","O"
"34474","XA",3,"L","O"
"34475","DP",3,"L","O"
"34476","DP",3,"L","O"
"34477","XB",4,"M","N"
"34478","CB",1,"L","N"
"34479","XA",3,"L","N"
"34480","XB",5,"M","O"
"34481","XA",1,"L","N"
"34482","FE",3,"M","N"
"34483","DP",3,"L","O"
"34484","PF",4,"M","N"
"34485","01",6,"M","O"
"34486","XB",5,"M","O"
"34487","PG",3,"L","O"
"34488","XA",3,"L","O"
"34489","XA",3,"L","O"
"34490","XA",3,"L","O"
"34492","FI",1,"M","N"
"34493","CB",2,"L","N"
"34494","CB",2,"L","O"
"34495","01",2,"L","O"
"34496","XB",5,"M","O"
"34497","XA",2,"L","N"
"34498","XA",2,"L","N"
"34499","XB",4,"M","N"
"34500","IB",5,"M","N"
"34501","DP",3,"L","O"
"34502","XA",2,"L","N"
"34503","XA",3,"L","O"
"34504","XA",3,"L","O"
"34505","XA",3,"L","O"
"34506","XA",1,"L","N"
"34507","01",6,"M","O"
"34508","XB",5,"M","O"
"34509","XB",5,"M","N"
"34510","FI",1,"M","N"
"34512","XA",1,"L","N"
"34513","01",5,"M","O"
"34514","XB",4,"M","N"
"34515","JD",6,"M","N"
"34516","XA",1,"L","N"
"34517","JD",6,"M","N"
"34518","XA",3,"L","O"
"34519","DP",3,"L","O"
"34520","XA",1,"L","N"
"34521","JC",6,"M","O"
"34522","JC",6,"M","O"
"34523","IB",5,"M","N"
"34525","CB",1,"L","N"
"34527","XB",4,"M","N"
"34528","XB",4,"M","N"
"34529","XA",1,"L","N"
"34530","DP",3,"L","O"
"34531","DP",3,"L","O"
"34532","XA",3,"L","O"
"34533","PK",1,"L","N"
"34534","XA",2,"L","N"
"34535","XA",1,"L","N"
"34536","FI",2,"M","N"
"34537","XA",3,"L","O"
"34538","XB",5,"M","O"
"34539","XB",5,"M","O"
"34540","XA",3,"L","O"
"34541","XA",1,"L","N"
"34542","XA",1,"L","N"
"34543","XB",4,"M","N"
"34544","XA",1,"L","N"
"34546","01",6,"M","O"
"34547","XA",2,"L","N"
"34548","XB",5,"M","N"
"34549","XA",1,"L","N"
"34550","XB",4,"M","N"
"34551","XA",1,"L","N"
"34552","JD",6,"M","N"
"34553","XB",5,"M","O"
"34554","XB",4,"M","N"
"34555","XA",1,"L","N"
"34556","FH",3,"M","N"
"34557","01",6,"M","N"
"34558","XA",2,"L","N"
"34559","CB",2,"L","O"
"34560","XB",4,"M","N"
"34561","XA",2,"L","N"
"34562","FH",4,"M","N"
"34563","XB",5,"M","O"
"34564","01",6,"M","N"
"34565","CB",2,"L","O"
"34566","PF",2,"M","N"
"34567","XA",3,"L","O"
"34568","01",0,"L","N"
"34569","XB",5,"M","O"
"34570","XA",1,"L","N"
"34571","XA",1,"L","N"
"34572","XB",4,"M","N"
"34573","XA",3,"L","N"
"34574","XA",1,"L","N"
"34575","XB",4,"M","N"
"34576","FH",6,"M","O"
"34577","CB",1,"L","N"
"34578","CY",1,"L","N"
"34579","XA",3,"L","O"
"34580","XB",5,"M","O"
"34581","XB",5,"M","O"
"34582","CB",1,"L","N"
"34583","XA",1,"L","N"
"34584","XA",1,"L","N"
"34585","XB",5,"M","O"
"34586","XB",4,"M","N"
"34587","XA",1,"L","N"
"34588","XA",2,"L","N"
"34589","DP",3,"L","O"
"34590","01",3,"L","N"
"34591","XB",5,"M","O"
"34592","CB",2,"L","O"
"34593","XA",2,"L","N"
"34594","DP",3,"L","O"
"34595","IB",3,"M","N"
"34596","XB",5,"M","O"
"34597","CY",1,"L","N"
"34598","XA",1,"L","N"
"34599","CD",2,"L","O"
"34600","XA",2,"L","N"
"34601","XA",1,"L","N"
"34603","XB",4,"M","N"
"34604","XA",3,"L","O"
"34605","XB",5,"M","O"
"34606","XA",1,"L","N"
"34607","CB",2,"L","O"
"34609","CY",1,"L","N"
"34610","XA",1,"L","N"
"34611","PF",2,"M","N"
"34612","XA",1,"L","N"
"34613","01",3,"L","O"
"34614","FN",3,"M","N"
"34615","XA",1,"L","N"
"34616","XA",1,"L","N"
"34617","XA",1,"L","N"
"34619","XB",5,"M","O"
"34620","XA",1,"L","N"
"34621","IB",2,"M","N"
"34622","CY",1,"L","N"
"34623","XA",2,"L","N"
"34624","XA",1,"L","N"
"34625","XB",5,"M","O"
"34626","XA",1,"L","N"
"34627","CB",1,"L","N"
"34628","XB",5,"M","O"
"34629","XA",2,"L","N"
"34630","XB",4,"M","N"
"34631","01",4,"M","N"
"34632","XB",5,"M","O"
"34633","XA",2,"L","N"
"34634","01",3,"L","O"
"34635","XA",1,"L","N"
"34636","XA",2,"L","N"
"34637","XA",2,"L","N"
"34638","XB",5,"M","O"
"34639","XA",1,"L","N"
"34640","XB",5,"M","O"
"34641","05",3,"L","N"
"34642","CY",1,"L","N"
"34643","XA",2,"L","N"
"34644","XB",4,"M","N"
"34645","PF",3,"M","N"
"34646","PF",3,"M","N"
"34647","01",2,"L","N"
"34648","PF",2,"M","N"
"34649","XA",1,"L","N"
"34650","01",6,"M","O"
"34651","XB",4,"M","N"
"34652","FE",3,"M","N"
"34653","XA",3,"L","O"
"34654","XA",3,"L","O"
"34655","XB",4,"M","N"
"34656","PF",4,"M","N"
"34657","XB",5,"M","O"
"34658","DP",3,"L","O"
"34659","CB",1,"L","N"
"34660","XA",1,"L","N"
"34661","XA",1,"L","N"
"34662","CY",1,"L","N"
"34663","XA",2,"L","N"
"34664","IB",3,"M","N"
"34665","XA",1,"L","N"
"34666","CB",1,"L","N"
"34667","XA",2,"L","N"
"34668","PF",4,"M","N"
"34670","XA",3,"L","O"
"34671","XA",2,"L","N"
"34672","XA",1,"L","N"
"34673","FE",4,"M","N"
"34674","XB",4,"M","N"
"34675","FH",2,"M","N"
"34676","CB",1,"L","N"
"34677","PE",5,"M","O"
"34678","01",4,"M","O"
"34679","XB",5,"M","O"
"34680","DP",3,"L","N"
"34681","XA",1,"L","N"
"34683","DP",3,"L","O"
"34684","XB",5,"M","O"
"34685","XA",1,"L","N"
"34686","01",2,"L","O"
"34687","XB",5,"M","O"
"34688","XA",3,"L","O"
"34689","DP",3,"L","O"
"34690","XA",3,"L","O"
"34691","CB",1,"L","N"
"34692","XA",1,"L","N"
"34693","XB",4,"M","N"
"34694","DP",3,"L","O"
"34695","XA",3,"L","O"
"34696","XB",5,"M","O"
"34697","01",4,"M","O"
"34698","XA",1,"L","N"
"34699","XB",4,"M","N"
"34701","XA",1,"L","N"
"34702","XB",5,"M","O"
"34703","XA",2,"L","N"
"34704","PF",5,"M","O"
"34705","XB",5,"M","O"
"34706","FI",1,"M","N"
"34707","XB",5,"M","O"
"34709","XA",1,"L","N"
"34710","XB",4,"M","N"
"34712","XB",5,"M","O"
"34713","XA",2,"L","N"
"34714","XA",2,"L","N"
"34715","CB",1,"L","N"
"34716","XB",4,"M","N"
"34717","XA",2,"L","N"
"34718","DP",3,"L","N"
"34719","XA",3,"L","O"
"34720","XB",4,"M","N"
"34721","XA",2,"L","N"
"34722","XB",5,"M","O"
"34723","XA",2,"L","N"
"34724","XB",4,"M","N"
"34725","XB",5,"M","O"
"34726","XB",4,"M","N"
"34727","CB",2,"L","O"
"34728","XA",1,"L","N"
"34729","XB",5,"M","O"
"34730","XB",5,"M","O"
"34731","XB",5,"M","O"
"34732","XB",5,"M","O"
"34733","CB",1,"L","N"
"34734","DP",3,"L","O"
"34735","PK",1,"L","N"
"34737","FI",3,"M","N"
"34738","XA",1,"L","N"
"34739","XA",3,"L","N"
"34740","XA",2,"L","N"
"34741","XA",1,"L","N"
"34742","CD",2,"L","O"
"34743","FI",2,"M","N"
"34744","XA",3,"L","O"
"34745","01",3,"L","N"
"34746","XB",4,"M","N"
"34747","CB",1,"L","N"
"34748","XA",1,"L","N"
"34749","XB",5,"M","N"
"34750","XA",1,"L","N"
"34751","XA",1,"L","N"
"34753","FH",4,"M","N"
"34754","XA",3,"L","O"
"34755","XA",1,"L","N"
"34756","XA",1,"L","N"
"34757","XA",2,"L","N"
"34758","PF",4,"M","N"
"34759","CY",1,"L","N"
"34760","PF",4,"M","N"
"34761","XA",2,"L","N"
"34762","XB",4,"M","N"
"34763","FH",3,"M","N"
"34764","XB",4,"M","N"
"34765","JD",6,"M","N"
"34766","XA",1,"L","N"
"34767","CY",1,"L","N"
"34768","XA",2,"L","N"
"34769","XA",3,"L","O"
"34770","XA",3,"L","O"
"34772","XA",3,"L","N"
"34773","JD",6,"M","O"
"34774","DP",3,"L","O"
"34775","DP",3,"L","O"
"34776","CB",1,"L","N"
"34777","XA",2,"L","N"
"34778","DP",3,"L","N"
"34779","XA",2,"L","N"
"34780","XA",1,"L","N"
"34781","PF",2,"M","N"
"34782","XB",4,"M","N"
"34783","JD",6,"M","N"
"34784","IB",4,"M","N"
"34785","XA",1,"L","N"
"34786","CB",1,"L","N"
"34787","XA",1,"L","N"
"34788","01",6,"M","N"
"34789","XA",3,"L","O"
"34790","XB",5,"M","O"
"34791","XB",4,"M","N"
"34792","XB",5,"M","O"
"34793","XB",5,"M","O"
"34794","CB",2,"L","O"
"34795","XA",2,"L","N"
"34796","PF",4,"M","N"
"34797","XA",2,"L","N"
"34798","CB",1,"L","N"
"34799","XB",5,"M","O"
"34800","XB",4,"M","N"
"34801","CY",1,"L","N"
"34802","01",6,"M","O"
"34803","XA",1,"L","N"
"34804","XA",2,"L","N"
"34805","XA",2,"L","N"
"34806","XA",3,"L","O"
"34807","XB",5,"M","O"
"34808","FE",3,"M","N"
"34809","FH",6,"M","O"
"34810","XA",1,"L","N"
"34811","XB",4,"M","N"
"34812","CY",1,"L","N"
"34813","CB",2,"L","O"
"34814","XA",2,"L","N"
"34815","01",2,"L","O"
"34816","XA",3,"L","O"
"34817","IB",6,"M","N"
"34818","IB",6,"M","N"
"34819","XA",3,"L","O"
"34820","XA",3,"L","O"
"34821","XB",5,"M","O"
"34822","FE",3,"M","N"
"34823","IB",6,"M","N"
"34824","XB",4,"M","N"
"34825","CY",1,"L","N"
"34826","01",3,"L","O"
"34827","CB",2,"L","O"
"34828","XA",3,"L","O"
"34829","XA",1,"L","N"
"34830","JC",6,"M","N"
"34831","XA",3,"L","O"
"34832","XA",3,"L","O"
"34833","XA",3,"L","N"
"34834","XA",1,"L","N"
"34835","XA",3,"L","N"
"34836","XA",1,"L","N"
"34837","XA",1,"L","N"
"34838","XA",3,"L","O"
"34839","XB",5,"M","O"
"34840","XB",5,"M","O"
"34841","CB",2,"L","O"
"34842","XA",3,"L","O"
"34843","CB",2,"L","O"
"34844","XB",5,"M","O"
"34846","XA",1,"L","N"
"34847","XA",3,"L","O"
"34848","01",2,"L","O"
"34849","IB",6,"M","N"
"34851","XB",4,"M","N"
"34852","XA",1,"L","N"
"34853","XA",3,"L","O"
"34854","XA",2,"L","N"
